uid,Nudge_game_tools_timestamp,Springboard_game_tools_timestamp,Big Watermill_hint_timestamp,Chocolate Factory_physAnim_ramp_timestamp,Sunny Day_game_tools_timestamp,Big Watermill_physAnim_ramp_timestamp,Big Watermill_game_tools_timestamp,Shark_physAnim_lever_timestamp,Shark_hint_timestamp,Shark_game_tools_timestamp,Around the Tree_game_tools_timestamp,Sunny Day_physAnim_lever_timestamp,Cloudy Day_physAnim_pendulum_timestamp,Sunny Day_hint_timestamp,Wavy_physAnim_lever_timestamp,Wavy_game_tools_timestamp,One at a time_physAnim_lever_timestamp,Little Mermaid_physAnim_springboard_timestamp,Crazy Seesaw_hint_timestamp,Crazy Seesaw_game_tools_timestamp,Wavy_hint_timestamp,Stiff Curtains_hint_timestamp,Stiff Curtains_physAnim_springboard_timestamp,Ramp_game_tools_timestamp,Chocolate Factory_game_tools_timestamp,Lever_game_tools_timestamp,Chocolate Factory_hint_timestamp,On the Upswing_game_tools_timestamp,Down Hill_game_tools_timestamp,Yippie!_physAnim_springboard_timestamp,Diving Board World_physAnim_springboard_timestamp,On the Upswing_hint_timestamp,Lever_physAnim_ramp_timestamp,Pendulum_game_tools_timestamp,On the Upswing_physAnim_pendulum_timestamp,Crazy Seesaw_physAnim_lever_timestamp,Scale_physAnim_lever_timestamp,Stiff Curtains_game_tools_timestamp,Big Watermill_happy_timestamp,Lead the Ball_game_tools_timestamp,One at a time_game_tools_timestamp,Diving Board_hint_timestamp,Roller coaster_physAnim_springboard_timestamp,Diving Board_game_tools_timestamp,Diving Board_physAnim_springboard_timestamp,Diving Board World_hint_timestamp,Cloudy Day_game_tools_timestamp,Roller coaster_hint_timestamp,Roller coaster_game_tools_timestamp,Can Opener_hint_timestamp,One at a time_hint_timestamp,Scale_hint_timestamp,Uphill Battle_physAnim_pendulum_timestamp,Ultimate Pinball_physAnim_ramp_timestamp,Need Fulcrum_hint_timestamp,Ultimate Pinball_game_tools_timestamp,Perfect Toss_hint_timestamp,Up in the Air_physAnim_lever_timestamp,Yippie!_hint_timestamp,Up in the Air_hint_timestamp,Need Fulcrum_game_tools_timestamp,Up in the Air_game_tools_timestamp,Can Opener_physAnim_lever_timestamp,Cloudy Day_hint_timestamp,Little Mermaid_hint_timestamp,Little Mermaid_game_tools_timestamp,Need Fulcrum_physAnim_lever_timestamp,Spider Web_physAnim_lever_timestamp,Uphill Battle_physAnim_springboard_timestamp,Ultimate Pinball_hint_timestamp,Can Opener_game_tools_timestamp,Diving Board World_game_tools_timestamp,Uphill Battle_game_tools_timestamp,Timing is Everything_hint_timestamp,Timing is Everything_physAnim_lever_timestamp,Timing is Everything_game_tools_timestamp,Perfect Toss_game_tools_timestamp,Perfect Toss_physAnim_springboard_timestamp,Yippie!_game_tools_timestamp,Uphill Battle_hint_timestamp,Spider Web_physAnim_ramp_timestamp,Spider Web_game_tools_timestamp,Scale_game_tools_timestamp,Spider Web_hint_timestamp,Diving Board World_happy_timestamp,Can Opener_exercise_timestamp,Little Mermaid_physAnim_pendulum_timestamp,Ultimate Pinball_breathing_timestamp,Roller coaster_breathing_timestamp,Shark_breathing_timestamp,Roller coaster_happy_timestamp,Roller coaster_exercise_timestamp,Scale_exercise_timestamp,Scale_happy_timestamp,Perfect Toss_exercise_timestamp,Nudge_game_tools_duration,Springboard_game_tools_duration,Big Watermill_hint_duration,Chocolate Factory_physAnim_ramp_duration,Sunny Day_game_tools_duration,Big Watermill_physAnim_ramp_duration,Big Watermill_game_tools_duration,Shark_physAnim_lever_duration,Shark_hint_duration,Shark_game_tools_duration,Around the Tree_game_tools_duration,Sunny Day_physAnim_lever_duration,Cloudy Day_physAnim_pendulum_duration,Sunny Day_hint_duration,Wavy_physAnim_lever_duration,Wavy_game_tools_duration,One at a time_physAnim_lever_duration,Little Mermaid_physAnim_springboard_duration,Crazy Seesaw_hint_duration,Crazy Seesaw_game_tools_duration,Wavy_hint_duration,Stiff Curtains_hint_duration,Stiff Curtains_physAnim_springboard_duration,Ramp_game_tools_duration,Chocolate Factory_game_tools_duration,Lever_game_tools_duration,Chocolate Factory_hint_duration,On the Upswing_game_tools_duration,Down Hill_game_tools_duration,Yippie!_physAnim_springboard_duration,Diving Board World_physAnim_springboard_duration,On the Upswing_hint_duration,Lever_physAnim_ramp_duration,Pendulum_game_tools_duration,On the Upswing_physAnim_pendulum_duration,Crazy Seesaw_physAnim_lever_duration,Scale_physAnim_lever_duration,Stiff Curtains_game_tools_duration,Big Watermill_happy_duration,Lead the Ball_game_tools_duration,One at a time_game_tools_duration,Diving Board_hint_duration,Roller coaster_physAnim_springboard_duration,Diving Board_game_tools_duration,Diving Board_physAnim_springboard_duration,Diving Board World_hint_duration,Cloudy Day_game_tools_duration,Roller coaster_hint_duration,Roller coaster_game_tools_duration,Can Opener_hint_duration,One at a time_hint_duration,Scale_hint_duration,Uphill Battle_physAnim_pendulum_duration,Ultimate Pinball_physAnim_ramp_duration,Need Fulcrum_hint_duration,Ultimate Pinball_game_tools_duration,Perfect Toss_hint_duration,Up in the Air_physAnim_lever_duration,Yippie!_hint_duration,Up in the Air_hint_duration,Need Fulcrum_game_tools_duration,Up in the Air_game_tools_duration,Can Opener_physAnim_lever_duration,Cloudy Day_hint_duration,Little Mermaid_hint_duration,Little Mermaid_game_tools_duration,Need Fulcrum_physAnim_lever_duration,Spider Web_physAnim_lever_duration,Uphill Battle_physAnim_springboard_duration,Ultimate Pinball_hint_duration,Can Opener_game_tools_duration,Diving Board World_game_tools_duration,Uphill Battle_game_tools_duration,Timing is Everything_hint_duration,Timing is Everything_physAnim_lever_duration,Timing is Everything_game_tools_duration,Perfect Toss_game_tools_duration,Perfect Toss_physAnim_springboard_duration,Yippie!_game_tools_duration,Uphill Battle_hint_duration,Spider Web_physAnim_ramp_duration,Spider Web_game_tools_duration,Scale_game_tools_duration,Spider Web_hint_duration,Diving Board World_happy_duration,Can Opener_exercise_duration,Little Mermaid_physAnim_pendulum_duration,Ultimate Pinball_breathing_duration,Roller coaster_breathing_duration,Shark_breathing_duration,Roller coaster_happy_duration,Roller coaster_exercise_duration,Scale_exercise_duration,Scale_happy_duration,Perfect Toss_exercise_duration,game_tools_total,game_tools_count,hint_total,hint_count,physAnim_ramp_total,physAnim_ramp_count,physAnim_lever_total,physAnim_lever_count,physAnim_pendulum_total,physAnim_pendulum_count,physAnim_springboard_total,physAnim_springboard_count,happy_total,happy_count,exercise_total,exercise_count,breathing_total,breathing_count
A3328,2022-11-29T08:18:59Z,NA,NA,NA,NA,2022-11-29T08:36:59Z,NA,2022-12-01T08:22:39Z,NA,NA,NA,2022-11-30T08:28:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:38:59Z,NA,2022-12-01T08:48:18Z,2022-12-01T08:48:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6700000762939,NA,NA,NA,NA,169.2409999370571,NA,4.82200002670288,NA,NA,NA,49.9409999847412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898999929428101,NA,4.04999995231628,24.41199994087221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.72000002861018,2,0,0,169.2409999370571,1,55.66199994087218,3,0,0,24.41199994087221,1,0,0,0,0,0,0
F3452,NA,2022-11-29T08:25:19Z,2022-11-29T08:29:31Z,NA,2022-11-29T08:41:18Z,NA,2022-11-29T08:32:57Z,NA,2022-12-02T08:21:22Z,2022-12-02T08:21:29Z,NA,NA,NA,2022-11-29T08:41:15Z,NA,2022-11-29T08:51:14Z,NA,NA,2022-12-02T08:23:59Z,2022-12-02T08:25:05Z,2022-11-29T08:50:51Z,2022-12-02T08:27:26Z,NA,NA,NA,NA,NA,2022-11-30T08:22:15Z,NA,NA,NA,2022-11-30T08:22:53Z,NA,NA,NA,NA,NA,2022-12-02T08:27:30Z,NA,NA,2022-12-02T08:22:43Z,2022-12-01T08:43:08Z,NA,2022-12-01T08:43:16Z,NA,2022-12-02T08:37:10Z,NA,NA,NA,NA,2022-12-02T08:22:37Z,2022-12-02T08:23:18Z,NA,NA,NA,2022-12-01T08:25:54Z,NA,NA,2022-11-30T08:51:50Z,NA,NA,NA,NA,2022-11-30T08:31:46Z,2022-11-30T08:46:51Z,2022-11-30T08:47:39Z,NA,NA,NA,2022-12-01T08:25:42Z,NA,2022-12-02T08:37:16Z,2022-12-01T08:47:55Z,NA,NA,NA,NA,NA,2022-12-01T08:11:14Z,2022-12-01T08:37:28Z,NA,2022-12-01T08:36:48Z,NA,2022-12-01T08:35:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2639999389648,8.67000007629394,NA,31.132999897003202,NA,15.4389998912811,NA,1.60899996757507,3.70199990272522,NA,NA,NA,24.26099991798399,NA,21.7569999694824,NA,NA,4.385999917984016,3.71000003814697,8.70400023460389,7.757000207901,NA,NA,NA,NA,NA,65.1919999122619,NA,NA,NA,20.27300004005432,NA,NA,NA,NA,NA,22.06500005340576,NA,NA,4.09500002861023,5.75999999046326,NA,4.86100006103516,NA,1.80699992179871,NA,NA,NA,NA,2.41499996185303,1.68899989128113,NA,NA,NA,10.3529999256134,NA,NA,5.978999853134161,NA,NA,NA,NA,2.06399989128113,12.8499999046326,29.80499982833861,NA,NA,NA,5.0550000667572,NA,4.23699998855591,16.8320000171661,NA,NA,NA,NA,NA,6.33299994468689,7.61199998855591,NA,14.893,NA,16.133000135421728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.6709993972777,16,137.0239999675751,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3104,NA,2022-11-29T08:26:30Z,NA,NA,NA,NA,NA,2022-12-01T08:18:29Z,NA,NA,NA,NA,2022-11-29T08:41:10Z,NA,NA,NA,NA,2022-11-29T08:48:03Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:31:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:31:27Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:17:56Z,NA,2022-11-30T08:19:19Z,NA,2022-12-02T08:16:52Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:43:17Z,NA,NA,NA,NA,2022-12-01T08:32:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23200011253357,NA,NA,NA,NA,NA,8.08899998664856,NA,NA,NA,NA,69.52400012207033,NA,NA,NA,NA,209.8910000514989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.08299991798402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.04399991035463,NA,NA,NA,NA,NA,NA,NA,NA,39.34899985694886,NA,28.94900012016299,NA,67.4460000991821,NA,NA,NA,NA,NA,NA,NA,NA,163.60800004005407,NA,NA,NA,NA,3.57200002670288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.753000259399435,3,0,0,39.34899985694886,1,239.14300012588473,3,69.52400012207033,1,374.01799987983753,3,0,0,0,0,0,0
A3351,NA,NA,NA,2022-11-29T08:29:38Z,NA,2022-11-29T08:37:00Z,NA,NA,NA,NA,NA,NA,2022-11-30T08:32:12Z,NA,2022-11-30T08:20:58Z,NA,NA,2022-11-30T08:53:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:34:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:48:45Z,NA,NA,NA,NA,NA,2022-12-02T08:45:57Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:42:50Z,NA,NA,NA,194.08699989318802,NA,31.1979999542236,NA,NA,NA,NA,NA,NA,82.81599998474117,NA,18.2839999198914,NA,NA,36.5769999027252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7009999752045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3940000534058,NA,NA,NA,NA,NA,17.6800000667572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8220000267029,64.3940000534058,1,0,0,225.28499984741163,2,18.2839999198914,1,93.51699995994566,2,54.25699996948239,2,0,0,75.8220000267029,1,0,0
C3115,NA,NA,NA,NA,2022-11-29T08:30:38Z,NA,NA,NA,NA,NA,NA,2022-11-29T08:38:32Z,2022-11-29T08:47:25Z,NA,2022-11-29T08:43:06Z,2022-11-29T08:43:10Z,NA,2022-11-29T08:49:37Z,NA,NA,NA,NA,2022-12-01T08:28:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:20:09Z,NA,NA,NA,NA,NA,NA,2022-12-02T08:35:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:44:21Z,NA,NA,NA,NA,NA,2022-12-01T08:46:35Z,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:25:33Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.36500000953673,NA,NA,NA,NA,NA,NA,199.7509999275205,13.3880000114441,NA,17.691000087738,2.63299989700317,NA,120.00799989700317,NA,NA,NA,NA,24.262000083923372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.455000162124609,NA,NA,NA,NA,NA,NA,3.68199992179871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.760999917984,NA,NA,NA,NA,NA,56.98799991607668,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7589998245239,3,0,0,0,0,289.8850000934598,5,13.3880000114441,1,147.95199990272525,3,0,0,0,0,0,0
E0549,NA,2022-11-29T08:32:14Z,NA,NA,NA,NA,NA,NA,2022-11-29T08:37:41Z,2022-11-29T08:38:25Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-29T08:50:04Z,2022-11-29T08:50:00Z,NA,2022-12-01T08:15:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:18:08Z,NA,2022-12-01T08:22:02Z,2022-12-01T08:34:15Z,2022-12-01T08:19:44Z,NA,NA,NA,NA,2022-11-30T08:18:24Z,NA,2022-11-30T08:24:24Z,NA,NA,2022-11-30T08:30:44Z,NA,2022-11-30T08:31:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:18:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1900000572205,NA,NA,NA,NA,NA,NA,51.17899990081789,31.715000152587912,NA,NA,NA,NA,NA,NA,NA,NA,3.18300008773804,1.40700006484985,NA,6.32200002670288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19199991226196,NA,3.67300009727478,11.5999999046326,2.09500002861023,NA,NA,NA,NA,4.20199990272522,NA,2.77699995040894,NA,NA,2.63700008392334,NA,14.9279999732971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80999994277954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.84000015258796,5,82.06999993324283,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3429,NA,NA,NA,NA,NA,2022-11-29T08:32:22Z,NA,NA,NA,NA,2022-12-02T08:22:09Z,NA,2022-11-29T08:45:15Z,NA,NA,NA,2022-12-01T08:21:27Z,2022-11-29T08:47:09Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:11:53Z,2022-12-01T08:28:02Z,NA,NA,NA,NA,2022-12-02T08:19:27Z,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:25:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:51:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:48:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38499999046326,NA,NA,NA,NA,15.1280000209808,NA,11.5239999294281,NA,NA,NA,2.35199999809265,121.72500014305102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2260000705719,2.07599997520447,NA,NA,NA,NA,3.94899988174438,NA,NA,NA,NA,NA,NA,NA,15.49499988555908,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87299990653992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50500011444092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1280000209808,3,0,0,14.257999897003181,2,6.30099987983703,2,11.5239999294281,1,126.02700018882739,3,0,0,0,0,0,0
C3148,NA,NA,NA,NA,NA,2022-11-29T08:33:28Z,NA,NA,NA,NA,NA,2022-11-29T08:43:32Z,NA,NA,NA,NA,NA,2022-11-30T08:30:25Z,NA,NA,NA,NA,2022-12-01T08:38:04Z,NA,NA,NA,NA,2022-11-30T08:18:26Z,NA,NA,2022-12-01T08:50:13Z,NA,NA,NA,2022-11-30T08:17:44Z,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:33:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:51:32Z,NA,NA,NA,2022-12-02T08:35:45Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:23:47Z,2022-11-30T08:52:44Z,2022-11-30T08:53:35Z,NA,NA,NA,NA,NA,2022-12-02T08:26:24Z,NA,NA,2022-12-02T08:28:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6389999389648,NA,NA,NA,NA,NA,24.1659998893738,NA,NA,NA,NA,NA,24.75200009346005,NA,NA,NA,NA,9.00600004196167,NA,NA,NA,NA,8.78999996185303,NA,NA,6.66299986839294,NA,NA,NA,59.223000087738,NA,NA,NA,NA,NA,NA,NA,93.30299997329712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45499992370605,NA,NA,NA,154.41100001335153,NA,NA,NA,NA,NA,NA,NA,NA,2.73900008201599,4.26399993896484,4.27900004386902,NA,NA,NA,NA,NA,0,NA,NA,163.19099998474135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78999996185303,1,0,0,41.09399986267085,2,185.57999992370617,5,59.223000087738,1,301.19400000572216,6,0,0,0,0,0,0
D3317,NA,NA,NA,NA,NA,2022-12-01T08:30:08Z,NA,2022-11-29T08:33:33Z,NA,NA,NA,2022-12-01T08:39:39Z,2022-12-02T08:35:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:23:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.65100002288823,NA,42.3619999885559,NA,NA,NA,32.3560001850128,23.8380000591278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3510000705719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31.65100002288823,1,136.0690002441406,3,23.8380000591278,1,0,0,0,0,0,0,0,0
E3384,NA,NA,2022-12-02T08:24:26Z,NA,NA,NA,NA,NA,2022-11-29T08:34:07Z,NA,NA,NA,NA,2022-12-02T08:31:18Z,NA,NA,NA,NA,NA,NA,NA,2022-11-30T08:27:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T08:37:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:38:55Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T08:17:12Z,NA,2022-12-01T08:29:03Z,NA,2022-12-02T08:44:25Z,NA,NA,NA,NA,NA,2022-12-02T08:43:19Z,NA,NA,NA,NA,2022-12-02T08:47:55Z,NA,NA,NA,2022-12-01T08:40:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17199993133545,NA,NA,NA,NA,NA,9.77600002288818,NA,NA,NA,NA,1.08400011062622,NA,NA,NA,NA,NA,NA,NA,2.21900010108948,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65700006484985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16400003433228,NA,NA,NA,NA,NA,NA,NA,NA,1.84599995613098,NA,1.89499998092651,NA,2.31699991226196,NA,NA,NA,NA,NA,1.66000008583069,NA,NA,NA,NA,4.25999999046326,NA,NA,NA,1.33800005912781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35.38800024986267,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
